IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,1.9,,,1.2,,2.7,1.9 [1.2 – 2.7],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,TUR,Turkey,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,1.9,,,1.4,,2.7,1.9 [1.4 – 2.7],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,BRB,Barbados,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,10,,,8.4,,11.9,10 [8.4 – 11.9],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,UKR,Ukraine,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,10.1,,,8.3,,12,10.1 [8.3 – 12],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,DNK,Denmark,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,10.4,,,8.8,,11.9,10.4 [8.8 – 11.9],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,10.4,,,9.1,,11.9,10.4 [9.1 – 11.9],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,10.5,,,8.8,,12.4,10.5 [8.8 – 12.4],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,BFA,Burkina Faso,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,10.7,,,8.7,,12.7,10.7 [8.7 – 12.7],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,GRC,Greece,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,10.8,,,8.9,,12.9,10.8 [8.9 – 12.9],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,CYP,Cyprus,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,10.8,,,9.1,,12.5,10.8 [9.1 – 12.5],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,AUS,Australia,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,10.8,,,9.4,,12.4,10.8 [9.4 – 12.4],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,COK,Cook Islands,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,10.9,,,8.8,,13,10.9 [8.8 – 13],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,LVA,Latvia,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11,,,9.1,,13,11 [9.1 – 13],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,FIN,Finland,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11,,,9.4,,12.5,11 [9.4 – 12.5],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,MNE,Montenegro,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11.1,,,9.5,,12.8,11.1 [9.5 – 12.8],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,BLR,Belarus,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11.1,,,9.6,,12.6,11.1 [9.6 – 12.6],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,SVK,Slovakia,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11.2,,,9.6,,13.1,11.2 [9.6 – 13.1],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11.2,,,9.8,,12.7,11.2 [9.8 – 12.7],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,ESP,Spain,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11.4,,,9.6,,13.1,11.4 [9.6 – 13.1],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,CHE,Switzerland,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11.5,,,9.9,,13.1,11.5 [9.9 – 13.1],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,HUN,Hungary,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11.6,,,9.8,,13.3,11.6 [9.8 – 13.3],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,POL,Poland,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11.6,,,9.8,,13.6,11.6 [9.8 – 13.6],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,ROU,Romania,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11.6,,,9.9,,13.6,11.6 [9.9 – 13.6],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,BEL,Belgium,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11.8,,,10.3,,13.4,11.8 [10.3 – 13.4],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11.8,,,9.8,,13.9,11.8 [9.8 – 13.9],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,PRT,Portugal,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11.9,,,10,,13.6,11.9 [10 – 13.6],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,AND,Andorra,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11.9,,,10.1,,13.6,11.9 [10.1 – 13.6],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,RUS,Russian Federation,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11.9,,,9.9,,13.9,11.9 [9.9 – 13.9],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,BGR,Bulgaria,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,12,,,10.4,,13.8,12 [10.4 – 13.8],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,AUT,Austria,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,12.1,,,10.2,,14,12.1 [10.2 – 14],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,MDA,Republic of Moldova,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,12.3,,,10.3,,14.3,12.3 [10.3 – 14.3],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,FRA,France,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,12.6,,,10.7,,14.6,12.6 [10.7 – 14.6],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,IRL,Ireland,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,12.6,,,10.9,,14.2,12.6 [10.9 – 14.2],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,SVN,Slovenia,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,12.7,,,10.8,,14.6,12.7 [10.8 – 14.6],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,LUX,Luxembourg,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,12.7,,,11,,14.5,12.7 [11 – 14.5],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,UGA,Uganda,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,13,,,10.6,,15.3,13 [10.6 – 15.3],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,DEU,Germany,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,13,,,11.1,,14.9,13 [11.1 – 14.9],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,CZE,Czechia,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,14.2,,,12.1,,16.2,14.2 [12.1 – 16.2],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,EST,Estonia,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,14.4,,,12.1,,16.9,14.4 [12.1 – 16.9],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,LTU,Lithuania,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,15.4,,,13.3,,17.5,15.4 [13.3 – 17.5],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,KIR,Kiribati,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2,,,0.8,,3.3,2 [0.8 – 3.3],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2,,,1.4,,2.7,2 [1.4 – 2.7],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2,,,1.5,,2.6,2 [1.5 – 2.6],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,KEN,Kenya,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2,,,1.6,,2.6,2 [1.6 – 2.6],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,SGP,Singapore,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.1,,,1.6,,2.7,2.1 [1.6 – 2.7],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,ERI,Eritrea,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.2,,,1.5,,3.1,2.2 [1.5 – 3.1],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,MOZ,Mozambique,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.3,,,1.6,,3.1,2.3 [1.6 – 3.1],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,MDV,Maldives,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.4,,,1.4,,3.5,2.4 [1.4 – 3.5],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,CAF,Central African Republic,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.4,,,1.6,,3.3,2.4 [1.6 – 3.3],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.4,,,1.7,,3.2,2.4 [1.7 – 3.2],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.4,,,1.7,,3.3,2.4 [1.7 – 3.3],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,TGO,Togo,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.4,,,1.7,,3.3,2.4 [1.7 – 3.3],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.5,,,1.8,,3.4,2.5 [1.8 – 3.4],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,UZB,Uzbekistan,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.5,,,2.1,,3.1,2.5 [2.1 – 3.1],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,BEN,Benin,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.6,,,1.8,,3.5,2.6 [1.8 – 3.5],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,WSM,Samoa,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.7,,,2,,3.6,2.7 [2 – 3.6],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,HTI,Haiti,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.8,,,2.3,,3.4,2.8 [2.3 – 3.4],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.9,,,2.4,,3.6,2.9 [2.4 – 3.6],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,GHA,Ghana,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,3,,,2.2,,4,3 [2.2 – 4],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,NAM,Namibia,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,3.3,,,2.7,,4.1,3.3 [2.7 – 4.1],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,GMB,Gambia,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,3.4,,,2.5,,4.3,3.4 [2.5 – 4.3],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,TKM,Turkmenistan,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,3.4,,,3,,3.9,3.4 [3 – 3.9],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,HND,Honduras,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,3.5,,,2.7,,4.3,3.5 [2.7 – 4.3],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,FJI,Fiji,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,3.6,,,2.6,,4.7,3.6 [2.6 – 4.7],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,SLV,El Salvador,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,3.6,,,2.7,,4.5,3.6 [2.7 – 4.5],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,3.8,,,2.7,,5,3.8 [2.7 – 5],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,ISR,Israel,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,3.9,,,3,,4.8,3.9 [3 – 4.8],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,ECU,Ecuador,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,3.9,,,3.2,,4.7,3.9 [3.2 – 4.7],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,MWI,Malawi,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,4,,,2.9,,5.2,4 [2.9 – 5.2],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,JAM,Jamaica,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,4,,,3.1,,4.9,4 [3.1 – 4.9],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,CRI,Costa Rica,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,4.1,,,3.3,,5.1,4.1 [3.3 – 5.1],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,NRU,Nauru,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,4.2,,,3.1,,5.3,4.2 [3.1 – 5.3],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,4.2,,,3.4,,5.2,4.2 [3.4 – 5.2],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,MUS,Mauritius,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,4.3,,,3.1,,5,4.3 [3.1 – 5],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,4.5,,,3.5,,5.5,4.5 [3.5 – 5.5],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,ZMB,Zambia,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,4.5,,,3.7,,5.4,4.5 [3.7 – 5.4],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,BHS,Bahamas,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,4.7,,,2.8,,6.7,4.7 [2.8 – 6.7],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,KAZ,Kazakhstan,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,4.7,,,3.8,,5.8,4.7 [3.8 – 5.8],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,LBR,Liberia,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,4.9,,,3.6,,6.1,4.9 [3.6 – 6.1],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,SLE,Sierra Leone,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,5,,,3.7,,6.3,5 [3.7 – 6.3],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,MEX,Mexico,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,5,,,3.9,,6.2,5 [3.9 – 6.2],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,NIC,Nicaragua,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,5,,,4,,6.1,5 [4 – 6.1],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,ARM,Armenia,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,5,,,4,,6,5 [4 – 6],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,LSO,Lesotho,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,5.1,,,3.9,,6.3,5.1 [3.9 – 6.3],,,EN,2021-06-10T23:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,5.2,,,4.1,,6.4,5.2 [4.1 – 6.4],,,EN,2021-06-10T23:00:00.000Z
